id,name,source,prescription_required,retail_price,discounted_price,manufacturer,packaging_form,salts,quantity_num,cluster
source_1-103913,insupen pro green,source_1,False,1299.0,1143.1,biocon ltd,Packet | Device,unknown,1.0,1
source_2-62055,insupen pro pen,source_2,False,1299.0,1299.0,biocare remedies,Unknown,unknown,7.6,1
source_6-125697,insupen pro plus insugen 30 70 refil box 1 injection,source_6,True,1450.0,1290.5,biocon biologics ltd,BOX,human insulin soluble insulin 100 0 iu ml,1.0,1
source_1-103914,insupen pro plus insugen 30 70 refil initiation kit 5 x 3 ml,source_1,True,1299.0,1143.1,biocon ltd,Box | Injection,insulin human 100iu,5.0,1
source_1-103915,insupen red 1,source_1,False,1299.0,1143.1,biocon ltd,Box | Device,unknown,1.0,1
source_1-226958,zocon 0 05 gel 15gm,source_1,True,50.0,44.0,fdc ltd,Tube | Gel,fluconazole 0 5 w w,15.0,9
source_6-282702,zocon 0 3 eye drop 5ml,source_6,True,76.45,67.28,fdc ltd,BOTTLE,fluconazole 0 3 w v,5.0,9
source_6-282703,zocon 0 5 transgel,source_6,False,51.44,51.44,fdc ltd,TUBE,fluconazole 0 5,15.0,9
source_6-282704,zocon 1 bottle 75gm dusting powder,source_6,False,99.0,87.12,fdc ltd,BOTTLE,clotrimazole 1 0,75.0,4
source_2-137391,zocon 1 dusting powder,source_2,False,99.0,94.05,fdc ltd,Unknown,clotrimazole 1 w w,17.2,4
source_6-282705,zocon 1 dusting powder 100gm,source_6,False,130.65,114.97,fdc ltd,BOTTLE,clotrimazole 1 0,100.0,4
source_6-282706,zocon 1 dusting powder 50gm,source_6,False,99.0,84.15,fdc ltd,BOTTLE,clotrimazole 1 0,50.0,4
source_7-337445,zocon 1 soap,source_7,False,133.0,109.8,fdc ltd,Unknown,clotrimazole 1 w w,100.0,4
source_1-226959,zocon 1 w w soap 100gm,source_1,False,133.0,117.1,fdc ltd,Pack | Soap,clotrimazole 1 w w,100.0,4
source_3-9198,zocon 100dt tab 1x4,source_3,True,34.13,29.01,f d c india ltd,Strip,fluconazole 100 mg,4.0,9
source_2-137393,zocon 100 dt tablet,source_2,True,34.95,28.66,fdc ltd,Unknown,fluconazole 100mg,18.8,9
source_6-282707,zocon 150mg strip 10 tablet,source_6,True,23.5,20.68,fdc ltd,STRIP,fluconazole 150 0 mg,10.0,9
source_6-282708,zocon 150mg strip 2 tablet,source_6,True,24.04,24.04,fdc ltd,STRIP,fluconazole 150 0 mg,2.0,9
source_6-282709,zocon 150mg strip 3 tablet,source_6,True,44.0,38.72,fdc ltd,STRIP,fluconazole 150 0 mg,3.0,9
source_6-282710,zocon 150mg strip 6 tablet,source_6,True,81.04,71.32,fdc ltd,STRIP,fluconazole 150 0 mg,6.0,9
source_1-226960,zocon 150mg tablet 2,source_1,True,25.5,22.4,fdc ltd,Strip | Tablet,fluconazole 150mg,2.0,9
source_5-47723,zocon 150mg tablet 3,source_5,True,36.15,29.64,fdc ltd,STRIP,fluconazole 150 mg,3.0,9
source_2-137394,zocon 150 tablet,source_2,True,81.04,66.45,fdc+,Unknown,fluconazole 150mg,8.8,9
source_1-226961,zocon 150 tablet 1,source_1,True,14.5,12.8,fdc ltd,Strip | Tablet,fluconazole 150mg,1.0,9
source_1-226962,zocon 150 tablet 3,source_1,True,44.0,38.7,fdc ltd,Strip | Tablet,fluconazole 150mg,3.0,9
source_1-226963,zocon 150 tablet 6,source_1,True,81.0,71.3,fdc ltd,Strip | Tablet,fluconazole 150mg,6.0,9
source_5-47724,zocon 150 tablet 6,source_5,True,72.31,59.29,fdc ltd,STRIP,fluconazole 150 mg,6.0,9
source_6-282711,zocon 2 w w dusting powder 75 gm,source_6,False,99.0,99.0,fdc ltd,BOTTLE,fluconazole 2 0,75.0,9
source_6-282712,zocon 200mg strip 2 tablet,source_6,True,39.08,34.39,fdc ltd,STRIP,fluconazole 200 0 mg,2.0,9
source_3-9199,zocon 200mg tab 1x2,source_3,True,39.08,33.22,f d c india ltd,Strip,fluconazole 200 mg,2.0,9
source_5-47725,zocon 200mg tablet 2,source_5,True,34.88,24.42,fdc ltd,STRIP,fluconazole 200 mg,2.0,9
source_7-337450,zocon 200 tablet,source_7,True,78.22,68.22,fdc ltd,Unknown,fluconazole 200mg,4.0,9
source_1-226964,zocon 200 tablet 2,source_1,True,39.0,34.3,fdc ltd,Strip | Tablet,fluconazole 200mg,2.0,9
source_1-226965,zocon 200 tablet 4,source_1,True,78.0,78.0,fdc ltd,Strip | Tablet,fluconazole 200mg,4.0,9
source_6-282713,zocon 400mg strip 1 tablet,source_6,True,33.3,29.3,fdc ltd,STRIP,fluconazole 400 0 mg,1.0,9
source_3-9200,zocon 400mg tab 1x1,source_3,True,33.3,28.31,f d c india ltd,Strip,fluconazole 400 mg,1.0,9
source_5-47726,zocon 400mg tablet,source_5,True,33.3,27.31,fdc ltd,STRIP,fluconazole 400 mg,1.0,9
source_7-337451,zocon 400 tablet,source_7,True,33.3,29.7,fdc ltd,Unknown,fluconazole 400mg,1.0,9
source_1-226966,zocon 400 tablet 1,source_1,True,33.0,29.0,fdc ltd,Strip | Tablet,fluconazole 400mg,1.0,9
source_3-9201,zocon 50 dt tab 1x4,source_3,True,43.36,36.86,f d c india ltd,Strip,fluconazole 50 mg,4.0,9
source_7-337452,zocon 50 dt tablet,source_7,True,43.36,35.1,fdc ltd,Unknown,fluconazole 50mg,4.0,9
source_1-226967,zocon 50 dt tablet 4,source_1,True,43.0,37.8,fdc ltd,Strip | Tablet,fluconazole 50mg,4.0,9
source_3-9202,zocon kit tab 1x1,source_3,True,138.5,117.73,f d c india ltd,Strip TABLET,azithromycin 1 gm fluconazole 150 mg secnidazole 1 gm,1.0,9
source_6-282714,zocon kit tablet,source_6,True,136.94,136.94,fdc ltd,STRIP,azithromycin 1 0 gm fluconazole 150 0 mg secnidazole 2 0 gm,4.0,9
source_7-337453,zocon tablet,source_7,True,138.5,123.3,fdc ltd,Unknown,fluconazole 150mg azithromycin 1000mg secnidazole 1000mg,4.0,9
source_6-282715,zocon c 1 cream,source_6,False,50.4,46.37,fdc ltd,TUBE,clotrimazole 1 0 w w,15.0,4
source_2-137399,zocon c cream,source_2,True,47.8,39.2,fdc ltd,Unknown,clotrimazole 1 w w,34.0,4
source_5-47727,zocon c cream 15gm,source_5,False,50.4,41.33,fdc ltd,TUBE,clotrimazole 1,15.0,4
source_1-226968,zocon c cream 15 gm,source_1,True,50.0,44.0,fdc ltd,Tube | Cream,clotrimazole 1 w w,15.0,4
source_1-226969,zocon drop 5ml,source_1,True,76.0,66.9,fdc ltd,Bottle | Eye Drops,fluconazole 0 3 w v,5.0,9
source_6-282716,zocon dt 100mg strip 4 tablet,source_6,True,34.13,32.42,fdc ltd,STRIP,fluconazole 100 0 mg,4.0,9
source_5-47728,zocon dt 100mg tablet 4,source_5,True,30.46,21.32,fdc ltd,STRIP,fluconazole 100 mg,4.0,9
source_1-226970,zocon dt 100 tablet 4,source_1,True,34.0,29.9,fdc ltd,Strip | Tablet,fluconazole 100mg,4.0,9
source_6-282717,zocon dt 50mg strip 4 tablet,source_6,True,43.36,38.16,fdc ltd,STRIP,fluconazole 50 0 mg,4.0,9
source_5-47729,zocon dt 50mg tablet 4,source_5,True,43.36,35.56,fdc ltd,STRIP,fluconazole 50 mg,4.0,9
source_7-337454,zocon dusting powder,source_7,False,117.18599999999999,99.0,fdc ltd,Unknown,fluconazole 2 w w,75.0,9
source_5-47730,zocon dusting powder 100gm,source_5,False,130.65,107.13,fdc ltd,SACHET,clotrimazole 1,100.0,4
source_1-226971,zocon dusting powder 100 gm clotrimazole anti fungal anti bacterial powder treat fungal infection rash soothes skin irritation chafing,source_1,False,130.5,130.5,fdc ltd,Bottle | Dusting Powder,clotrimazole 1 w w,100.0,4
source_5-47731,zocon dusting powder 75gm,source_5,False,99.0,81.18,fdc ltd,SACHET,clotrimazole 1,75.0,4
source_1-226972,zocon dusting powder 75 gm,source_1,False,130.5,114.8,fdc ltd,Bottle | Dusting Powder,fluconazole 2 w w,75.0,9
source_7-337455,zocon eye drop,source_7,True,84.0,72.0,fdc ltd,Unknown,fluconazole 0 3 w v,5.0,9
source_5-47732,zocon eye drop 5ml,source_5,True,76.45,62.69,fdc ltd,DROPS,fluconazole 0 3,5.0,9
source_3-9203,zocon eye drop 5ml,source_3,True,76.45,64.98,f d c india ltd,Bottle,fluconazole 0 3 w v,5.0,9
source_7-337456,zocon inf 200mg infusion,source_7,True,70.78,68.6,fdc ltd,Unknown,fluconazole 200mg,100.0,9
source_6-282718,zocon infusion,source_6,True,70.78,70.78,fdc ltd,INJECTION,fluconazole 200 0 mg,100.0,9
source_1-226973,zocon kz shampoo 5 ml,source_1,False,26.0,22.9,fdc ltd,Tube | Shampoo,ketoconazole 2 w v zinc pyrithione 1 w v,5.0,9
source_5-47733,zocon kz shampoo 5ml,source_5,True,23.9,19.6,fdc ltd,Bottle,ketoconazole 2 zinc pyrithione 1,5.0,9
source_6-282719,zocon kz shampoo 5ml,source_6,False,26.29,23.14,fdc ltd,BOTTLE,pyrithione zinc 1 0 ketoconazole 2 0,5.0,9
source_1-226974,zocon kz shampoo 60 ml,source_1,False,279.0,245.5,fdc ltd,Bottle | Shampoo,ketoconazole 2 w v zinc pyrithione 1 w v,60.0,9
source_6-282720,zocon kz shampoo 60ml,source_6,False,279.4,245.87,fdc ltd,BOTTLE,pyrithione zinc 1 0 ketoconazole 2 0,60.0,9
source_5-47734,zocon kz shampoo 60ml,source_5,True,279.4,229.11,fdc ltd,CONTAINER,ketoconazole 2 zinc pyrithione 1,60.0,9
source_1-226975,zocon l 1 cream 10 gm,source_1,True,108.5,95.5,fdc ltd,Tube | Cream,luliconazole 1 w w,10.0,2
source_6-282721,zocon l 1 tube 10gm cream,source_6,False,108.9,100.19,fdc ltd,TUBE,luliconazole 1 0 w w,10.0,2
source_6-282722,zocon l 1 tube 20gm cream,source_6,False,250.0,250.0,fdc ltd,TUBE,luliconazole 1 0 w w,20.0,2
source_6-282723,zocon l 1 tube 30gm cream,source_6,False,330.0,290.4,fdc ltd,TUBE,luliconazole 1 0 w w,30.0,2
source_1-226976,zocon l 1 w w cream 20gm,source_1,True,108.5,95.5,fdc ltd,Tube | Cream,luliconazole 1 w w,20.0,2
source_7-337460,zocon l cream,source_7,True,330.0,287.1,fdc ltd,Unknown,luliconazole 1 w w,30.0,2
source_5-47735,zocon l cream 10gm,source_5,True,108.9,89.3,fdc ltd,TUBE,luliconazole 1,10.0,2
source_5-47736,zocon l cream 30gm,source_5,True,300.0,246.0,fdc ltd,TUBE,luliconazole 1,7.0,2
source_1-226977,zocon l cream 30 gm,source_1,True,300.0,264.0,fdc ltd,Tube | Cream,luliconazole 1 w w,30.0,2
source_1-226978,zocon l cream 60 gm,source_1,True,400.0,352.0,fdc ltd,Tube | Cream,luliconazole 1 w w,60.0,2
source_5-47737,zocon l cream 60gm,source_5,True,400.0,328.0,fdc ltd,TUBE,luliconazole 1,60.0,2
source_7-337461,zocon lotion,source_7,False,156.5,134.26,fdc ltd,Unknown,fluconazole 2 w v,30.0,9
source_6-282724,zocon lotion 30ml,source_6,False,134.26,118.15,fdc ltd,BOTTLE,fluconazole 2 0 pyrithione zinc 1 0,30.0,9
source_1-226979,zocon lotion 60ml,source_1,True,231.0,203.28,fdc ltd,Bottle | Lotion,fluconazole 2 w v,60.0,9
source_6-282725,zocon lotion 60ml,source_6,False,187.5,165.0,fdc ltd,BOTTLE,fluconazole 2 0 pyrithione zinc 1 0,60.0,9
source_6-282726,zocon lotion sachet 5ml,source_6,False,18.0,15.84,fdc ltd,BOTTLE,fluconazole 2 0,5.0,9
source_2-137405,zocon ointment,source_2,True,59.63,48.9,fdc ltd,Unknown,fluconazole na,21.0,9
source_6-282727,zocon ont ointment 15 gm,source_6,True,59.63,52.47,fdc ltd,TUBE,unknown,15.0,1
source_5-47738,zocon soap 100gm,source_5,False,133.0,109.06,fdc ltd,PACK,clotrimazole 1,100.0,4
source_2-137406,zocon st 150mg tablet,source_2,True,30.0,24.6,fdc ltd,Unknown,fluconazole 150mg,20.0,9
source_6-282729,zocon st tablet,source_6,True,29.76,29.76,fdc ltd,STRIP,fluconazole 150 0 mg,2.0,9
source_5-47739,zocon 150 tablet 3,source_5,True,75.35,61.79,fdc ltd,STRIP,fluconazole 150 mg tinidazole 1000 mg,3.0,9
source_2-137407,zocon kit,source_2,True,62.7,51.41,fdc ltd,Unknown,fluconazole 150mg tinidazole 1000mg,24.0,9
source_5-47740,zocon kit 1,source_5,True,75.35,61.79,fdc ltd,PACKET,fluconazole 150 mg tinidazole 1000 mg,1.0,9
source_3-9204,zocon kit tab 1x1,source_3,True,75.35,64.05,f d c india ltd,Strip,fluconazole 150 mg tinidazole 1000 mg,1.0,9
source_1-226980,zocon kit tablet 1,source_1,True,75.0,66.0,fdc ltd,Strip | Tablet,fluconazole 150mg tinidazole 1000mg,1.0,9
source_6-282730,zocon strip 3 tablet combikit,source_6,True,82.85,70.42,fdc ltd,STRIP,fluconazole 150 0 mg tinidazole 1000 0 mg,3.0,9
source_2-137408,zocon trans gel,source_2,True,51.44,42.18,fdc ltd,Unknown,fluconazole 0 5 w w,21.0,9
source_6-203206,picon 1 cream 10gm,source_6,True,604.19,537.73,eris life sciences pvt ltd,TUBE,pimecrolimus 1 0,10.0,10
source_4-4692,picon 1 cream 30gm,source_4,True,1601.0,1329.0,biocon ltd,TUBE,pimecrolimus,1.0,10
source_6-203207,picon 1 lotion,source_6,True,839.41,839.41,eris life sciences pvt ltd,BOTTLE,pimecrolimus 1 0,20.0,10
source_6-203208,picon 30 1 tube 30gm cream,source_6,True,1326.04,1166.92,eris life sciences pvt ltd,TUBE,pimecrolimus 1 0,30.0,10
source_2-98650,picon cream,source_2,True,641.0,525.62,biocon ltd,Unknown,pimecrolimus 1 w w,224.2,10
source_1-161469,picon cream 10 gm,source_1,True,641.0,564.1,biocon ltd,Tube | Cream,pimecrolimus 1 w w,10.0,10
source_1-161470,picon cream 30 gm,source_1,True,1601.0,1408.9,biocon ltd,Tube | Cream,pimecrolimus 1 w w,30.0,10
source_1-161471,picon lotion,source_1,True,839.4,738.672,biocon ltd,Bottle | Liquid,pimecrolimus 1 w v,1.0,10
source_2-98652,picon lotion,source_2,True,763.8,626.32,biocon,Unknown,pimecrolimus 1 w w,20.8,10
source_1-161472,piconax 5mg syrup sugar free,source_1,True,71.45,62.876,vhc pharmaceuticals,Bottle | Syrup,sodium picosulfate 5mg 5ml,100.0,30
source_1-161473,piconet 5mg oral solution,source_1,True,70.0,61.6,bioworld pharma,Bottle | Oral Solution,unknown,100.0,1
source_6-203209,piconex syrup 100 ml,source_6,True,75.0,63.75,von remedies,BOTTLE,sodium picosulfate 5 0 mg,100.0,30
source_7-238063,piconext liquid sugar free,source_7,True,74.5,72.2,soinsvie pharmacia pvt ltd,Unknown,sodium picosulfate 5mg 5ml,100.0,30
source_7-238064,piconext plus laxative sugar free,source_7,True,78.45,76.1,soinsvie pharmacia pvt ltd,Unknown,sodium picosulfate 3 33mg liquid paraffin 1 25ml milk magnesia 3 75ml,100.0,30
source_1-161474,piconim oral suspension,source_1,True,85.0,74.8,nimbus health care pvt ltd,Bottle | Suspension,unknown,100.0,1
source_7-238066,piconine 5mg oral suspension,source_7,True,69.0,66.9,medsky healthcare,Unknown,sodium picosulfate 5mg 5ml,100.0,30
source_1-161476,piconist lm sugar free laxative suspension 170 ml,source_1,True,245.0,215.6,alienist pharmaceutical pvt ltd,Bottle | Oral Suspension,liquid paraffin 1 25ml magnesium hydroxide 3 75ml sodium picosulfate 3 33mg,170.0,30
source_6-122612,ibuprofen alk 250mg strip 250 tablet,source_6,True,88.0,77.44,alkem laboratories ltd,STRIP,ibuprofen 250 0 mg,250.0,30
source_6-122613,ibuprofen cip syrup 60 ml,source_6,True,15.62,13.75,cipla ltd,BOTTLE,ibuprofen 100 0 mg,60.0,30
source_6-50725,cetrizine 1 mg syrup 30 ml,source_6,True,17.95,15.8,intas pharmaceuticals ltd,BOTTLE,cetirizine 1 0 mg,30.0,21
source_6-50726,cetrizine 10mg knoll strip 10 tablet,source_6,True,21.0,14.7,knoll healthcare pvt ltd,STRIP,cetirizine 10 0 mg,10.0,13
source_6-50727,cetrizine 10mg strip 10 tablet,source_6,True,19.17,19.17,nilsan pharmaceuticals pvt ltd,STRIP,cetirizine hydrochloride 10 0 mg,10.0,13
source_6-50728,cetrizine 10mg tablet,source_6,True,20.53,17.45,blue cross laboratories pvt ltd,STRIP,cetirizine 10 0 mg,10.0,13
source_1-42679,cetrizine 10 mg tablet 10,source_1,True,21.0,18.5,knoll pharmaceuticals ltd,Strip | Tablet,cetirizine 10mg,10.0,13
source_7-59130,cetrizine 5mg syrup,source_7,True,62.0,60.1,knoll pharmaceuticals ltd,Unknown,cetirizine 5mg,60.0,21
source_1-42681,cetrizine 5 mg syrup 60 ml,source_1,True,44.0,38.7,knoll healthcare pvt ltd,Bottle | Syrup,cetirizine 5mg,60.0,21
source_6-50729,cetrizine bottle 30ml syrup,source_6,True,21.4,18.83,knoll healthcare pvt ltd,BOTTLE,cetirizine hydrochloride 5 0 mg 5ml,30.0,21
source_6-50730,cetrizine bottle 60ml syrup,source_6,True,42.6,36.21,knoll healthcare pvt ltd,BOTTLE,cetirizine hydrochloride 5 0 mg 5ml,60.0,21
source_7-59131,cetrizine cold d syrup,source_7,True,90.0,57.6,knoll healthcare pvt ltd,Unknown,cetirizine 2 5mg 5ml paracetamol 250mg 5ml phenylephrine 2 5mg 5ml,60.0,21
source_1-42682,cetrizine cold oral suspension,source_1,True,69.0,60.72,knoll healthcare pvt ltd,Bottle | Suspension,cetirizine 2 5mg paracetamol 125mg phenylephrine 2 5mg,60.0,21
source_1-42683,cetrizine cold suspension 60 ml,source_1,True,56.0,49.28,knoll healthcare pvt ltd,Bottle | Oral Suspension,cetirizine 2 5mg paracetamol 125mg phenylephrine 2 5mg,60.0,21
source_6-50731,cetrizine cold suspension 60ml,source_6,True,75.0,63.75,knoll healthcare pvt ltd,BOTTLE,phenylephrine 2 5 mg cetirizine 2 5 mg paracetamol acetaminophen 125 0 mg,60.0,21
source_7-59133,cetrizine syrup,source_7,True,22.0,17.1,knoll pharmaceuticals ltd,Unknown,cetirizine 5mg,30.0,21
source_1-42684,cetrizine syrup 30 ml,source_1,True,22.0,19.4,knoll healthcare pvt ltd,Bottle | Syrup,cetirizine 5mg,30.0,21
source_1-42685,cetrizine syrup 60 ml,source_1,True,44.0,38.7,nukind healthcare pvt ltd,Bottle | Syrup,cetirizine 5mg,60.0,21
source_2-26511,cetrizine tablet,source_2,True,20.33,16.67,knoll pharmaceuticals ltd,Unknown,cetirizine 10mg,8.4,13
source_7-25646,aspirin 300mg tablet,source_7,True,2.0,1.9,bini laboratories pvt ltd,Unknown,aspirin 300mg,10.0,27
source_2-11828,aspirin 50mg tablet dr,source_2,True,3.7,3.03,zydus cadila,Unknown,aspirin acetylsalicylic acid 50mg,10.0,27
source_6-21078,aspirin dr 50mg tablet,source_6,True,3.7,3.26,zydus healthcare ltd,STRIP,aspirin acetyl salicylic acid 50 0 mg,14.0,27
source_6-21079,aspirin gastro resistance tablet 14,source_6,True,101.04,101.04,zydus healthcare ltd,STRIP,aspirin acetyl salicylic acid 75 0 mg,14.0,27
source_6-21080,aspirin protect 100mg strip 10 tablet,source_6,True,89.6,139.084,bayer zydus pharma,STRIP,aspirin acetyl salicylic acid 100 0 mg,10.0,27
source_7-232457,paracetamol 120mg oral suspension,source_7,False,16.154,14.6,ciron drugs & pharmaceuticals pvt ltd,Unknown,paracetamol 120mg,60.0,30
source_1-158172,paracetamol 500 mg tablet 1000,source_1,True,604.6,532.048,propel healthcare,Bottle | Tablet,paracetamol 500mg,1000.0,30
source_6-197544,paracetamol 650 mg tablet 15,source_6,False,22.69,19.97,tulip,STRIP,unknown,15.0,1
source_2-96301,paracetamol inj,source_2,True,32.0,26.24,optima healthcare,Unknown,unknown,7.6,1
source_2-96302,paracetamol tablet,source_2,True,106.43,87.27,makers laboratories ltd,Unknown,paracetamol acetaminophen na,12.0,30
source_2-96303,paracetamol tablet,source_2,True,14.69,12.05,modi lifecare industries ltd,Unknown,paracetamol acetaminophen 500mg,26.4,30
source_7-62690,ciprofloxacin 10mg infusion,source_7,True,13.42,13.0,claris lifesciences ltd,Unknown,ciprofloxacin 10mg,100.0,0
source_1-45422,ciprofloxacin 500 mg tablet 10,source_1,True,52.5,46.2,keimed pvt ltd,Strip | Tablet,ciprofloxacin 500mg,10.0,0
source_6-53715,ciprofloxacin claris 200 mg infusion 100 ml,source_6,True,18.83,18.83,claris lifesciences ltd,PACKET,ciprofloxacin 200 0 mg,100.0,0
source_1-45423,ciprofloxacin infusion 100 ml,source_1,True,22.0,19.4,fresenius kabi india pvt ltd,Vial | Infusion,ciprofloxacin 200mg,100.0,0
source_1-45424,ciprofloxacin injection 100ml,source_1,True,729.0,641.52,keimed pvt ltd,Vial | Injection,ciprofloxacin 200mg,100.0,0
source_2-28249,ciprofloxacin inj 100ml,source_2,True,18.5,15.17,fresenius kabi india pvt ltd,Unknown,unknown,19.0,1
source_1-45425,ciprofloxacin iv core 100 ml,source_1,True,18.5,16.3,core claris lifesciences ltd,Bottle | Infusion,ciprofloxacin 100ml,100.0,0
source_1-45426,ciprofloxacin iv injection 100 ml,source_1,True,19.28,16.9664,harson laboratories,Bottle | Injection,ciprofloxacin 100ml,100.0,0
source_6-53716,ciprofloxacin parenteral 100 mg infusion 100 ml,source_6,True,16.76,14.75,parenteral drugs india ltd,BOTTLE,unknown,100.0,1
source_6-53717,ciprofloxacin r infusion 100 ml,source_6,True,16.12,14.19,baxter india pvt ltd,VIAL,ciprofloxacin,100.0,0
source_7-62691,ciprofloxacin usp 200mg infusion,source_7,True,11.67,11.3,albert david ltd,Unknown,ciprofloxacin 200mg,100.0,0
source_6-53718,ciprofloxacin zydus 500 mg strip 10 tablet,source_6,True,40.9,40.9,zydus healthcare ltd,STRIP,ciprofloxacin 500 0 mg,10.0,0
source_1-131415,metformin sr 1 gm tablet 10,source_1,True,45.0,39.6,biochem pharmaceutical industries ltd,Strip | Tablet,metformin 1000mg,10.0,20
source_1-131416,metformin sr 500 tablet 10,source_1,True,22.0,19.4,biochem pharmaceutical industries ltd,Strip | Tablet,metformin 500mg,10.0,20
source_6-107972,glimepiride 1 mg tablet 10 medlife pure generic,source_6,True,36.0,30.6,tulip lab pvt ltd,STRIP,glimepiride 1 0 mg,10.0,23
source_6-107973,glimepiride 2 mg tablet 10 medlife pure generic,source_6,True,54.0,45.9,tulip lab pvt ltd,STRIP,glimepiride 2 0 mg,10.0,23
source_6-14479,amlodipine 5mg plus atenolol 50mg strip 10 tablet medlife pure generic,source_6,True,60.0,40.2,tulip lab pvt ltd,STRIP,amlodipine 5 0 mg atenolol 50 0 mg,10.0,27
source_6-14480,amlodipine 5mg strip 10 tablet medlife pure generic,source_6,True,25.0,18.75,medlife,STRIP,amlodipine 5 0 mg,10.0,27
source_1-16342,amlodipine 5 mg tablet 10,source_1,True,7.0,6.16,jan aushadhi marketing federation ltd,Strip | Tablet,amlodipine 5mg,10.0,27
source_7-38347,betamethasone 0 5mg tablet,source_7,True,5.0,4.8,makmaul labocare,Unknown,betamethasone 0 5mg,20.0,7
source_6-33081,betamethasone 0 5 mg tablet 100,source_6,True,14.1,12.41,win medicare pvt ltd,STRIP,unknown,100.0,1
source_1-27940,betamethasone injection 1 ml,source_1,True,4.0,3.52,kishore pharmacy,Vial | Injection,betamethasone 4mg,1.0,7
source_6-56153,clindamycin injection 1 ml,source_6,True,645.0,587.9044000000001,pfizer ltd,VIAL,unknown,1.0,1
source_7-65569,clindamycin phosphate gel,source_7,False,90.0,60.3,nanz med science pharma ltd,Unknown,clindamycin 1 w w,20.0,5
